geneId	ctrl_1	ctrl_2	ctrl_3	kras_1	kras_2	kras_3
PYCR2	1784	2032	1778	1806	1472	1487
YAF2	53	74	66	54	42	51
HCP5B	0	0	0	0	0	0
LINC02869	0	0	3	0	0	0
RNU4-44P	0	0	0	0	0	0
SNORD26	0	0	0	0	0	0
PMS2	594	730	762	647	549	526
AC006148.2	0	0	0	0	0	0
AC012557.1	2	2	1	2	1	1
DOCK11	347	452	666	534	416	451
PECAM1	9	6	6	3	5	0
OR5D14	0	0	0	0	0	0
AC106793.1	2	2	2	2	6	3
TEX46	1	3	0	0	0	0
PGGT1BP2	0	0	0	0	0	0
EIF1AD	540	658	600	637	495	504
GOLGA2P7	3425	3693	3540	3276	2711	2798
AC009063.4	0	0	0	0	0	0
OXSM	67	75	83	81	53	57
NUBP2	1505	1676	1566	1366	1305	1370
ZNF587B	679	833	985	911	561	713
AL590560.2	3	0	0	2	0	0
LINC00907	0	0	0	2	2	0
AC007432.1	0	0	0	2	0	0
ANKRD18DP	4	13	7	5	4	0
POLG2	726	823	918	824	609	635
MYOT	0	0	0	0	0	0
FRAS1	6900	7597	8205	8289	5818	6968
SLC26A11	677	740	654	670	499	595
AC116099.1	0	0	0	0	0	0
RNA5SP374	0	0	0	0	0	0
TGS1	944	1190	1239	1143	912	982
WIPF2	947	1131	1127	1224	891	942
VNN1	0	1	0	0	0	0
AC090017.1	0	0	0	0	0	0
CLCN7	2073	2003	2036	1943	1635	1702
SERTAD3	616	720	691	661	621	655
AC091304.1	0	4	0	0	0	0
HPS4	1323	1558	1581	1416	1025	1139
NTNG2	43	62	60	50	33	32
NDUFC2	1387	1566	1547	1409	1150	1216
AC105074.1	0	1	2	0	0	0
CCDC200	1	1	0	0	0	0
LINC01138	93	99	94	69	57	50
KCNJ8	15	35	26	22	22	7
SNORA2B	0	0	0	0	0	0
AC011753.1	0	0	0	0	0	0
CNTNAP1	715	727	740	677	514	517
EBLN3P	1220	1476	1712	1507	1075	1194
C1orf54	142	204	172	144	157	130
EME1	886	1102	955	866	688	706
GLE1	696	885	859	803	604	583
XPO7	3625	4568	4776	4529	3392	3488
AL137026.1	26	24	24	19	20	21
AC083841.1	0	0	0	0	0	0
PPM1A	702	895	904	857	638	669
ETV7	34	33	30	24	33	24
LINC01301	11	6	6	14	2	3
LINC02088	0	0	0	0	0	0
C2orf16	1	8	0	3	2	1
OR10X1	0	0	0	1	0	0
ERCC6L2	640	712	817	680	513	545
GCSHP5	9	151	378	292	103	126
RN7SL211P	0	0	0	0	0	0
AL591438.1	0	0	0	0	0	0
C11orf96	23	10	14	8	11	11
AC025576.3	0	0	0	0	0	0
CBX3	3672	4716	5446	4345	3572	3412
AC008250.2	0	0	0	0	0	0
KLHL33	0	0	1	0	0	0
AC012183.1	0	0	0	0	0	1
TECTB	0	0	0	0	0	0
AC119676.1	0	0	0	0	0	0
SLC25A33	403	569	536	541	392	402
RPL10A	22514	26460	24771	24527	20759	21747
ENPP6	9	8	6	12	5	1
ERO1B	133	163	170	117	90	96
CCNYL2	12	10	15	19	6	13
NACC1	5506	5818	5390	5599	4611	5020
TMEM108	276	356	348	379	310	263
YWHAQ	7001	9071	10281	8421	6711	6880
LINC02675	0	0	0	0	0	0
MIR6084	0	0	0	0	0	0
AC090994.1	0	0	0	0	0	0
VIL1	136	191	157	154	104	152
VDAC1P12	0	0	0	0	0	0
AC006989.1	0	0	0	0	0	0
CADM3	208	227	246	242	197	184
ACTR3P2	0	0	0	0	0	0
AC007614.2	0	0	0	1	0	0
AC019127.1	0	0	0	0	0	0
TRAV39	0	0	0	0	0	0
AC005324.1	0	0	0	0	0	0
AL357141.1	0	0	0	0	0	0
HIGD2AP1	0	0	0	0	0	0
EPN2-AS1	0	0	0	0	0	0
MIR3125	0	0	0	0	0	0
ZFP2	70	67	85	58	34	41
UBE2V1P1	1	0	0	0	2	1
AP001960.1	0	0	0	0	0	0
GUSBP12	0	0	0	0	0	0
ZP4	0	0	0	0	0	0
ST13P18	0	0	1	2	1	1
DCAF8L2	0	0	1	0	0	0
AC011447.4	0	0	0	0	0	0
IFNL4P1	0	0	0	0	0	0
AL031716.1	0	0	0	0	0	0
AC005914.1	0	0	0	0	0	1
AL034427.1	0	0	0	0	0	0
AL161793.1	0	0	0	0	0	0
AC007100.1	0	0	0	0	0	0
AL359962.2	0	0	0	0	0	0
SNORD31B	0	0	0	0	0	0
AC007861.1	0	0	0	0	0	0
ARF3	7391	8711	8617	8598	6790	7368
AC104408.1	0	0	0	0	0	0
AC110994.2	0	0	0	0	0	0
OR7E121P	0	0	0	0	0	0
BATF2	44	81	51	39	37	33
LINC00689	0	0	1	1	2	0
OR52E4	0	0	0	0	0	0
NME2P3	0	0	0	0	0	0
TBC1D22A-AS1	0	0	0	0	0	0
AC063943.2	0	0	2	1	0	1
AL359382.1	0	0	0	0	0	0
RAP1AP	0	0	0	0	0	0
HMGN3	1992	2521	2261	2364	1873	1994
AC092614.1	9	11	10	10	12	8
AC022616.2	0	0	0	0	0	0
AC104463.1	0	0	0	0	0	0
CABP1	75	82	76	82	61	95
UBTFL8	0	0	0	0	0	0
AC091646.1	0	0	0	0	0	0
GTF2IRD2P1	0	0	0	0	0	2
RNU7-27P	0	0	0	0	0	0
TDGP1	0	0	0	0	0	0
TRGC1	2	3	0	0	0	0
AL356130.1	0	0	0	0	0	0
AL356413.1	0	0	0	0	0	0
AC007557.4	0	0	0	0	0	0
AC131934.1	1	2	1	1	0	0
HNRNPFP1	0	0	0	0	0	0
PAPPA-AS1	1	6	3	1	2	1
TTTY3B	0	0	0	0	0	0
FO393414.1	0	0	0	0	0	0
ALG1L3P	0	0	0	0	0	0
OOSP1P1	0	0	0	0	0	0
ENTPD8	51	44	46	59	53	49
AP001582.1	0	0	0	0	0	0
AL513166.1	10	9	7	6	5	5
AP000477.1	0	0	0	0	0	0
FBXL12P1	0	0	0	0	0	0
MTND6P5	0	0	0	0	0	0
AC126323.4	0	0	0	0	0	0
MIR4258	0	0	0	0	0	0
SMIM34A	0	0	1	0	0	0
AC010425.1	0	0	0	0	0	0
IGHV4-80	0	0	0	0	0	0
AC105230.1	0	0	0	2	0	0
TBC1D3J	0	0	0	0	0	0
AC025180.1	0	0	0	0	0	0
AC092675.2	0	0	0	2	0	0
AC117945.1	0	0	0	0	0	0
CLIC4P1	1	0	0	0	1	0
RN7SL630P	0	0	0	0	0	0
AC020558.6	1	0	0	0	0	0
RPS20P10	0	0	0	0	0	0
LIPT1P1	0	0	0	0	0	0
AC108078.2	0	0	0	0	0	0
AC010632.2	4	0	1	2	0	0
NLRP3P1	0	1	1	0	0	0
ITIH4-AS1	0	0	0	0	0	0
NUDT3	1645	1956	2007	1948	1389	1436
RN7SL228P	0	0	0	0	0	0
LINC01326	0	0	0	0	0	0
AC020914.3	0	0	0	0	0	0
TRBV12-3	0	0	0	0	0	0
RPL34P27	0	0	0	0	0	0
AL445670.1	168	146	141	151	90	120
WASIR1	1	1	10	6	3	4
AC087045.2	0	0	0	0	0	0
RN7SL712P	0	0	0	0	0	0
MIR4652	0	0	0	0	0	0
RN7SL589P	0	0	1	1	0	0
PHBP15	0	0	0	0	0	0
MYLK-AS2	4	0	0	0	0	0
SUMO2P16	0	0	0	0	0	0
AC004217.2	0	0	0	0	0	0
AC110992.1	0	0	0	0	0	0
IGHV3-13	0	0	0	0	0	0
LINC01056	1	0	0	0	1	0
OLA1P2	0	0	0	0	0	0
AL031429.1	0	0	0	0	0	0
AC092691.2	0	0	0	0	0	2
HNRNPA3P6	4	0	0	16	17	11
PIGPP3	0	0	0	0	0	0
AC114967.1	0	0	0	0	0	0
TRAJ17	0	0	0	0	0	0
RPS13P3	0	0	0	0	0	0
AC116616.1	0	0	0	0	0	0
HMGN2P39	0	0	0	0	0	0
LINC02538	2	1	5	0	2	3
AC099677.3	0	0	0	0	0	0
AL133485.2	0	0	0	0	0	0
SDR16C5	4	5	8	8	4	7
PARP1P1	0	0	0	0	0	0
RNU6-600P	0	0	0	0	0	0
AC034236.2	45	33	37	37	22	21
ATP6V1B1-AS1	1	0	1	0	0	0
TMEM92-AS1	0	2	0	0	0	0
MTRNR2L13	0	0	0	0	0	0
MAGEB18	0	0	0	0	0	2
AC005518.1	0	0	0	0	0	0
RNU1-149P	0	0	0	0	0	0
FZD4	422	506	546	567	447	433
AP002414.2	2	3	11	4	3	5
TRGV5	0	0	0	0	0	0
TAS2R3	5	5	2	3	4	2
OR4Q3	0	0	0	0	0	0
RNU6-1301P	0	0	0	0	0	0
USP9YP9	0	0	0	0	0	0
AC022616.7	0	0	0	0	0	0
RPSAP50	0	0	0	0	0	0
AC073071.1	3	13	13	5	9	2
CYCSP40	0	0	0	0	0	0
PGBD1	249	310	354	349	266	289
RNU1-141P	0	0	0	0	0	0
AC239803.1	1	1	2	2	2	3
AC011410.1	0	0	0	0	0	0
AC009032.1	0	0	0	0	0	0
GSTM3P2	0	0	0	0	0	0
RN7SL663P	0	0	1	0	1	0
AC079907.1	0	0	0	0	0	0
LINC01338	0	0	1	0	0	0
AHCYP2	0	0	0	0	0	0
OR4K7P	0	0	0	0	0	0
GAGE13	0	0	0	0	0	0
RPS9P1	0	0	0	0	0	1
AC002359.1	0	0	0	0	0	0
TMEM207	0	0	0	121	85	81
AP000676.4	0	0	0	0	0	0
AC011511.3	0	0	0	0	0	0
AL590143.1	0	0	0	0	0	0
AL035071.2	0	0	0	0	0	0
COX6B1P6	0	0	0	0	0	0
TPI1P3	0	0	0	0	0	0
RNU6-643P	0	0	0	0	0	0
AC012100.3	0	0	0	0	0	0
RNU4-86P	0	0	0	0	0	0
AC010395.1	0	0	0	0	0	0
IL20RB-AS1	0	0	0	0	0	0
C10orf53	0	0	1	3	0	4
NCOR1P3	0	0	0	0	0	0
ECI2	1396	1620	1663	1627	1262	1319
PPP5C	3168	3617	3237	3323	2765	2685
OSGEPL1	328	369	362	331	289	278
CCL3	1	0	0	0	0	0
LINC02241	0	1	1	0	1	0
RNU6-193P	0	0	0	0	0	0
AC108751.4	0	1	0	0	0	0
MAGED4	322	367	914	259	137	161
DCDC2B	0	0	0	0	0	0
TNIK	1604	2239	2101	1771	1314	1322
CASP6	485	640	616	602	516	530
AC106871.1	0	0	0	0	0	0
PIGT	2205	2472	2428	2372	1899	2031
ZMIZ1	2442	2586	2556	2523	1875	2148
RNU6-145P	0	0	0	0	0	0
GSTZ1	1131	1212	1244	1100	870	920
GSKIP	694	851	962	824	632	608
BMERB1	520	652	566	527	455	458
LCAT	103	110	122	131	84	97
CAPN14	9	13	11	9	2	10
AC107016.2	0	0	0	0	0	0
AL162872.1	0	0	0	0	0	0
ZNF286A	1042	1479	1551	1511	1072	1167
AC087623.2	3	5	4	4	5	5
SNORA24	0	0	0	0	0	0
AL050343.1	0	0	0	0	0	0
LINC00506	0	0	0	0	0	0
CERT1	1385	1640	1798	1640	1181	1306
KRT18P24	0	0	0	0	0	0
RAD9B	1	2	7	2	1	3
CALM2	6446	8518	9277	8757	6519	6551
AL672291.1	0	0	0	0	0	0
PLEKHG1	118	116	118	113	79	75
CCDC69	815	914	870	862	711	740
UNC45A	3632	3896	3721	3651	2990	3080
FAM242F	0	0	0	0	0	0
OR1A1	0	0	0	0	0	0
ZSCAN10	5150	4991	4381	4249	3860	4211
TTLL3	354	422	462	365	254	323
AL359535.1	0	0	0	0	0	0
MATN1	4	0	4	2	1	5
LINC01584	0	0	0	0	0	0
C17orf80	1632	2061	2100	1961	1479	1575
AC007485.1	0	0	0	0	0	0
USP12	689	830	968	833	626	625
NPR3	2	5	0	8	0	3
PHF19	865	952	874	904	758	755
DPH6	402	531	554	540	395	383
SEC31B	223	214	200	151	128	118
DHDDS-AS1	6	2	3	3	4	2
NFE2L1	12027	14367	13204	15057	11234	12289
FBXL22	12	10	9	5	12	6
SPNS3	0	3	1	0	1	0
AC008649.2	0	0	0	0	0	0
KCNG3	88	72	103	116	99	91
RNU6-1157P	0	0	0	0	0	0
FHIT	70	72	78	84	36	54
XRCC1	1593	1785	1632	1608	1298	1286
ZNF700	309	401	422	394	270	295
NSUN5P1	2431	2607	2796	2437	1758	1859
ROPN1	4	2	1	0	1	2
ERLIN2	1919	2497	2526	2478	1876	1975
LINC01266	0	0	0	0	0	0
ARF1P2	0	0	0	0	1	0
LINC01732	0	0	3	0	2	0
FBXO34	507	695	729	647	496	518
AC127496.5	1	0	0	0	1	0
MIR4324	0	0	0	0	0	0
FLJ31356	0	0	0	0	0	1
FXYD1	69	38	40	55	46	48
PCNX4	832	1171	1235	941	669	664
LINC01635	2	3	3	4	2	0
DMRTC1B	12	21	12	7	8	10
RFC3	924	1166	1216	1063	861	853
LINC02800	0	0	0	0	0	0
MIR302A	0	0	0	0	0	0
FAM90A7P	0	0	0	0	0	0
EVA1B	559	515	402	319	308	374
LINC01905	8	14	5	10	10	7
IER3	658	697	658	636	513	529
LINC00674	18	23	15	26	30	23
DNAJC18	593	693	735	657	462	538
MTO1	616	742	736	779	583	674
AC009053.3	0	0	0	0	0	0
AC005176.2	0	0	0	0	0	0
AL359075.1	0	0	0	0	0	0
RN7SL523P	0	0	0	0	0	0
AC139783.1	2	0	1	0	0	0
ISG20	29	23	37	15	23	20
ACAT2	3457	4687	4357	4304	3390	3391
AL139317.1	0	0	0	0	0	0
AF106564.1	165	148	225	219	182	174
KCNA10	0	0	0	0	0	0
AL139120.1	0	0	0	0	0	0
ZFYVE28	50	82	46	71	63	52
AC009268.3	0	0	0	0	0	0
LRRC32	50	67	64	47	26	58
RBM45	175	276	286	257	180	183
BX842242.1	0	0	2	0	0	1
RNU1-84P	0	0	0	0	0	0
RNU6-1013P	0	0	0	0	0	0
PCDH1	3645	4115	3948	4190	3273	3360
AC073525.1	0	0	0	0	0	0
LINC02406	0	0	0	0	0	0
AC092718.1	1	0	0	2	0	0
MIR4648	0	0	0	0	0	0
LINC00160	0	0	0	0	0	0
NFX1	997	1370	1234	1215	934	1009
AC073063.1	0	0	2	0	0	0
MSX2P1	19	30	38	20	17	13
WARS2-IT1	0	0	0	0	0	0
C1orf105	0	0	0	0	0	0
LYRM9	73	83	88	76	65	57
PCYT1B-AS1	0	0	0	0	0	0
AL356356.1	0	0	0	0	0	0
SPAAR	1	6	4	1	1	1
RNU1-93P	0	0	0	0	0	0
TTLL11	14	23	16	23	8	12
AL078645.1	0	0	0	0	0	0
HAS1	15	29	28	18	7	16
AC018638.8	0	0	0	0	0	0
